1 	 1 	 0
2 	 2 	 17
3 	 3 	 23
4 	 4 	 31
5 	 5 	 42
6 	 6 	 57
7 	 7 	 78
8 	 8 	 107
9 	 9 	 147
10 	 10 	 202
11 	 11 	 278
12 	 12 	 383
13 	 13 	 527
14 	 14 	 726
15 	 15 	 1000
16 	 16 	 1377
17 	 17 	 1897
18 	 18 	 2613
19 	 19 	 3600
20 	 20 	 4960
21 	 21 	 6833
22 	 22 	 9414
23 	 23 	 12970
24 	 24 	 17870
25 	 25 	 24621
26 	 26 	 33922
27 	 27 	 46737
28 	 28 	 64394
29 	 29 	 88722
30 	 30 	 122241
31 	 31 	 168423
32 	 32 	 232053
33 	 33 	 319722
34 	 34 	 440512
35 	 35 	 606937
36 	 36 	 836237
37 	 37 	 1152167
38 	 38 	 1587455
39 	 39 	 2187195
40 	 40 	 2304209
41 	 41 	 2427484
42 	 42 	 2557354
43 	 43 	 2694172
44 	 44 	 2838310
45 	 45 	 2990159
46 	 46 	 3150132
47 	 47 	 3318664
48 	 48 	 3496212
49 	 49 	 3683259
50 	 50 	 3880313
51 	 51 	 4087909
52 	 52 	 4306612
53 	 53 	 4537015
54 	 54 	 4779745
55 	 55 	 5035461
56 	 56 	 5304858
57 	 57 	 5588667
58 	 58 	 5887660
59 	 59 	 6202649
60 	 60 	 6534490
61 	 61 	 6884085
62 	 62 	 7252383
63 	 63 	 7640385
64 	 64 	 8049145
65 	 65 	 8479774
66 	 66 	 8933441
67 	 67 	 9411380
68 	 68 	 9914888
69 	 69 	 10445334
70 	 70 	 11004159
71 	 71 	 11592881
72 	 72 	 12213100
73 	 73 	 12866500
74 	 74 	 13554857
75 	 75 	 14280041
76 	 76 	 15044023
77 	 77 	 15848878
78 	 78 	 16696792
79 	 79 	 17590070
80 	 80 	 18531138
81 	 81 	 19522553
82 	 82 	 20567009
83 	 83 	 21667343
84 	 84 	 22826545
85 	 85 	 24047765
86 	 86 	 25334320
87 	 87 	 26689706
88 	 88 	 28117605
89 	 89 	 29621896
90 	 90 	 31206667
91 	 91 	 32876223
92 	 92 	 34635100
93 	 93 	 36488077
94 	 94 	 38440189
95 	 95 	 40496739
96 	 96 	 42663314
97 	 97 	 44945801
98 	 98 	 47350401
99 	 99 	 49883647
100 	 100 	 52552422
101 	 101 	 55363976
102 	 102 	 58325948
103 	 103 	 61446386
104 	 104 	 64733767
105 	 105 	 68197023
106 	 106 	 71845563
107 	 107 	 75689300
108 	 108 	 79738677
109 	 109 	 84004696
110 	 110 	 88498947
111 	 111 	 93233640
112 	 112 	 98221639
113 	 113 	 103476496
114 	 114 	 109012488
115 	 115 	 114844656
116 	 116 	 120988845
117 	 117 	 127461748
118 	 118 	 134280951
119 	 119 	 141464981
120 	 120 	 144577210
121 	 121 	 147757908
122 	 122 	 151008581
123 	 123 	 154330769
124 	 124 	 157726045
125 	 125 	 161196017
126 	 126 	 164742329
127 	 127 	 168366660
128 	 128 	 172070726
129 	 129 	 175856281
130 	 130 	 179725119
131 	 131 	 183679071
132 	 132 	 187720010
133 	 133 	 191849850
134 	 134 	 196070546
135 	 135 	 200384098
136 	 136 	 204792548
137 	 137 	 209297984
138 	 138 	 213902539
139 	 139 	 218608394
140 	 140 	 223417778
141 	 141 	 228332969
142 	 142 	 233356294
143 	 143 	 238490132
144 	 144 	 243736914
145 	 145 	 249099126
146 	 146 	 254579306
147 	 147 	 260180050
148 	 148 	 265904011
149 	 149 	 271753899
150 	 150 	 277732484
151 	 151 	 283842598
152 	 152 	 290087135
153 	 153 	 296469051
154 	 154 	 302991370
155 	 155 	 309657180
156 	 156 	 316469637
157 	 157 	 323431969
158 	 158 	 330547472
159 	 159 	 337819516
160 	 160 	 345251545
161 	 161 	 352847078
162 	 162 	 360609713
163 	 163 	 368543126
164 	 164 	 376651074
165 	 165 	 384937397
166 	 166 	 393406019
167 	 167 	 402060951
168 	 168 	 410906291
169 	 169 	 419946229
170 	 170 	 429185046
171 	 171 	 438627117
172 	 172 	 448276913
173 	 173 	 458139005
174 	 174 	 468218063
175 	 175 	 478518860
176 	 176 	 489046274
177 	 177 	 499805292
178 	 178 	 510801008
179 	 179 	 522038630
180 	 180 	 533523479
181 	 181 	 545260995
182 	 182 	 557256736
183 	 183 	 569516384
184 	 184 	 582045744
185 	 185 	 594850750
186 	 186 	 607937466
187 	 187 	 621312090
188 	 188 	 634980955
189 	 189 	 648950536
190 	 190 	 663227447
191 	 191 	 677818450
192 	 192 	 692730455
193 	 193 	 707970525
194 	 194 	 723545876
195 	 195 	 739463885
196 	 196 	 755732090
197 	 197 	 772358195
198 	 198 	 789350075
199 	 199 	 806715776
200 	 200 	 819623228
201 	 201 	 832737199
202 	 202 	 846060994
203 	 203 	 859597969
204 	 204 	 873351536
205 	 205 	 887325160
206 	 206 	 901522362
207 	 207 	 915946719
208 	 208 	 930601866
209 	 209 	 945491495
210 	 210 	 960619358
211 	 211 	 975989267
212 	 212 	 991605095
213 	 213 	 1007470776
214 	 214 	 1023590308
215 	 215 	 1039967752
216 	 216 	 1056607236
217 	 217 	 1073512951
218 	 218 	 1090689158
219 	 219 	 1108140184
220 	 220 	 1125870426
221 	 221 	 1143884352
222 	 222 	 1162186501
223 	 223 	 1180781485
224 	 224 	 1199673988
225 	 225 	 1218868771
226 	 226 	 1238370671
227 	 227 	 1258184601
228 	 228 	 1278315554
229 	 229 	 1298768602
230 	 230 	 1319548899
231 	 231 	 1340661681
232 	 232 	 1362112267
233 	 233 	 1383906063
234 	 234 	 1406048560
235 	 235 	 1428545336
236 	 236 	 1451402061
237 	 237 	 1474624493
238 	 238 	 1498218484
239 	 239 	 1522189979
240 	 240 	 1546545018
241 	 241 	 1571289738
242 	 242 	 1596430373
243 	 243 	 1621973258
244 	 244 	 1647924830
245 	 245 	 1674291627
246 	 246 	 1701080293
247 	 247 	 1728297577
248 	 248 	 1755950338
